Gene,lof.oe_ci.upper
SUGP1,0.602
SUGP2,0.35
SUGT1,0.347
SULF1,0.471
SULF2,0.591
SULT1A1,1.214
SULT1A2,1.222
SULT1B1,1.034
SULT1C2,0.965
SULT1C3,1.389
SULT1C4,1.238
SULT1E1,1.384
SULT2A1,1.611
SULT2B1,0.852
SULT4A1,0.64
SULT6B1,1.558
SUMF1,1.216
SUMF2,1.144
SUMO1,1.064
SUMO2,0.345
SUMO3,0.558
SUMO4,1.64
SUN1,0.671
SUN2,0.74
SUN3,1.194
SUN5,1.088
SUOX,1.128
SUPT16H,0.245
SUPT20H,0.684
SUPT3H,1.326
SUPT4H1,1.042
SUPT5H,0.184
SUPT6H,0.079
SUPT7L,0.618
SUPV3L1,0.581
SURF1,1.559
SURF2,1.753
SURF4,0.266
SURF6,1.07
SUSD1,0.867
SUSD2,1.138
SUSD3,1.326
SUSD4,0.973
SUSD5,1.38
SUSD6,0.814
SUV39H2,0.324
SUZ12,0.344
SV2A,0.429
SV2B,0.642
SV2C,0.699
SVBP,1.865
SVEP1,0.503
SVIL,0.446
SVIP,1.757
SVOP,0.327
SVOPL,1.175
SWAP70,0.581
SWI5,0.888
SWSAP1,1.506
SWT1,0.408
SYBU,0.829
SYCE1,0.84
SYCE1L,1.673
SYCE2,0.231
SYCE3,0.802
SYCN,1.813
SYCP1,0.368
SYCP2,0.262
SYCP2L,0.925
SYCP3,1.023
SYDE1,0.954
SYDE2,0.907
SYF2,0.878
SYK,0.302
SYMPK,0.448
SYN2,0.454
SYN3,0.698
SYNC,1.002
SYNCRIP,0.131
SYNDIG1,1.242
SYNDIG1L,1.177
SYNE1,0.552
SYNE2,0.329
SYNE3,1.115
SYNE4,1.194
SYNGAP1,0.094
SYNGR1,0.901
SYNGR2,1.071
SYNGR3,1.277
SYNGR4,1.229
SYNJ1,0.498
SYNJ2,0.928
SYNJ2BP,1.04
SYNJ2BP-COX16,1.18
SYNM,0.976
SYNPO,0.491
SYNPO2,0.73
SYNPO2L,0.764
SYNPR,0.82
SYNRG,0.31
SYPL1,0.542
SYPL2,1.131
SYS1,0.975
SYS1-DBNDD2,
SYT1,0.332
SYT10,0.814
SYT11,0.466
SYT12,0.832
SYT13,0.738
SYT14,0.488
SYT15,0.615
SYT16,0.871
SYT17,0.634
SYT2,0.578
SYT3,0.751
SYT4,0.319
SYT5,1.105
SYT6,0.722
SYT7,0.475
SYT8,1.694
SYT9,0.628
SYTL1,1.031
SYTL2,0.926
SYTL3,1.267
SYVN1,0.425
SZRD1,0.5
SZT2,0.577
TAAR1,1.947
TAAR2,1.529
TAAR5,1.685
TAAR6,1.23
TAAR8,
TAAR9,1.843
TAB1,0.752
TAB2,0.104
TAC1,0.814
TAC3,0.927
TAC4,1.333
TACC1,0.686
TACC2,0.271
TACC3,0.74
TACO1,0.848
TACR1,0.918
TACR2,1.114
TACR3,1.21
TACSTD2,1.868
TADA1,0.809
TADA2A,0.648
TADA2B,0.658
TADA3,0.808
TAF10,0.262
TAF11,0.242
TAF12,0.275
TAF13,1.03
TAF15,0.44
TAF1A,0.801
TAF1B,0.665
TAF1C,1.346
TAF1D,1.194
TAF1L,0.307
TAF2,0.551
TAF3,0.124
TAF4,0.205
TAF4B,0.58
TAF5,0.366
TAF5L,0.202
TAF6,0.808
TAF6L,0.8
TAF7,0.588
TAF8,1.558
TAF9,1.0
TAFA1,0.431
TAFA2,0.781
TAFA3,1.246
TAFA4,1.053
TAFA5,0.643
TAGAP,0.66
TAGLN,1.062
TAGLN2,0.747
TAGLN3,0.705
TAL1,0.991
TAL2,1.378
TALDO1,1.015
TAMALIN,0.587
TAMM41,0.99
TANC1,0.615
TANC2,0.161
TANGO2,0.866
TANGO6,0.954
TANK,0.44
TAOK1,0.216
TAOK2,0.418
TAOK3,0.229
TAP1,0.876
TAP2,0.804
TAPBP,1.057
TAPBPL,0.97
TAPT1,0.643
TARBP1,0.864
TARBP2,0.905
TARDBP,0.229
TARM1,1.064
TARP,1.521
TARS1,0.707
TARS2,0.759
TARS3,0.933
TAS1R1,0.702
TAS1R2,1.127
TAS1R3,1.637
TAS2R1,1.827
TAS2R10,1.891
TAS2R13,1.773
TAS2R14,1.883
TAS2R16,1.887
TAS2R19,
TAS2R20,1.939
TAS2R3,1.057
TAS2R30,1.889
TAS2R31,1.86
TAS2R38,1.175
TAS2R39,1.504
TAS2R4,1.703
TAS2R40,1.252
TAS2R41,1.685
TAS2R42,1.941
TAS2R43,1.877
TAS2R46,1.839
TAS2R5,1.124
TAS2R50,
TAS2R60,1.152
TAS2R7,
TAS2R8,
TAS2R9,1.891
TASOR,0.344
TASOR2,0.463
TASP1,0.495
TAT,0.844
TATDN1,1.238
TATDN2,0.91
TATDN3,0.949
TAX1BP1,0.786
TAX1BP3,1.433
TBATA,1.399
TBC1D1,0.832
TBC1D10A,0.547
TBC1D10B,0.527
TBC1D10C,1.326
TBC1D12,0.776
TBC1D13,0.884
TBC1D14,0.371
TBC1D15,0.484
TBC1D16,0.949
TBC1D17,1.081
TBC1D19,0.527
TBC1D2,0.796
TBC1D20,0.457
TBC1D21,1.042
TBC1D22A,0.862
TBC1D22B,0.63
TBC1D23,0.845
TBC1D24,1.128
TBC1D26,0.66
TBC1D28,1.066
TBC1D29P,1.576
TBC1D2B,0.64
TBC1D30,0.645
TBC1D31,0.854
TBC1D32,0.984
TBC1D3B,0.456
TBC1D3F,1.621
TBC1D3L,1.25
TBC1D4,0.943
TBC1D5,0.866
TBC1D7,1.431
TBC1D7-LOC100130357,1.431
TBC1D8,0.651
TBC1D9,0.595
TBC1D9B,0.889
TBCA,0.855
TBCB,0.975
TBCC,1.802
TBCCD1,0.662
TBCD,0.743
TBCE,0.822
TBCEL,0.513
TBCEL-TECTA,0.577
TBCK,1.062
TBK1,0.486
TBKBP1,1.006
TBL1XR1,0.166
TBL2,1.037
TBL3,0.883
TBP,0.365
TBPL1,0.249
TBPL2,1.378
TBR1,0.246
TBRG1,0.956
TBRG4,0.825
TBX1,0.586
TBX10,1.028
TBX15,0.471
TBX18,0.434
TBX19,0.96
TBX2,0.832
TBX20,0.378
TBX21,0.381
TBX3,0.468
TBX4,0.31
TBX5,0.203
TBX6,0.936
TBXA2R,1.437
TBXAS1,0.941
TBXT,0.667
TC2N,1.113
TCAF1,0.645
TCAF2,0.891
TCAIM,0.749
TCAP,1.32
TCEA1,0.918
TCEA2,0.713
TCEA3,1.039
TCEANC2,1.19
TCERG1,0.312
TCERG1L,1.148
TCF12,0.512
TCF15,1.957
TCF19,0.889
TCF20,0.05
TCF21,0.53
TCF23,1.171
TCF24,1.44
TCF25,0.49
TCF3,1.077
TCF4,0.061
TCF7,0.338
TCF7L1,0.472
TCF7L2,0.244
TCFL5,0.378
TCHH,1.811
TCHHL1,1.643
TCHP,1.111
TCIM,1.339
TCIRG1,1.186
TCL1A,0.921
TCL1B,1.222
TCN1,1.227
TCN2,0.883
TCOF1,0.188
TCP1,0.142
TCP10L,0.889
TCP10L2,0.671
TCP11,0.901
TCP11L1,0.723
TCP11L2,1.018
TCTA,1.439
TCTE1,1.131
TCTN1,1.08
TCTN2,0.97
TCTN3,0.908
TDG,0.739
TDGF1,1.329
TDO2,1.104
TDP1,0.982
TDP2,1.006
TDRD1,0.36
TDRD10,1.041
TDRD12,1.124
TDRD3,0.647
TDRD5,0.392
TDRD6,1.267
TDRD7,0.5
TDRD9,0.866
TDRKH,0.542
TDRP,1.519
TEAD1,0.276
TEAD2,0.996
TEAD3,0.408
TEAD4,0.831
TEC,0.89
TECPR1,1.03
TECPR2,0.599
TECR,0.519
TECRL,1.563
TECTA,0.661
TECTB,1.232
TEDC1,1.394
TEDC2,1.364
TEDDM1,1.718
TEF,0.359
TEFM,0.808
TEK,0.368
TEKT1,1.183
TEKT2,1.1
TEKT3,1.129
TEKT4,1.412
TEKT5,1.319
TELO2,0.927
TEN1,0.933
TEN1-CDK3,
TENM2,0.228
TENM3,0.284
TENM4,0.346
TENT2,0.848
TENT4A,0.177
TENT4B,0.222
TENT5A,0.545
TENT5B,0.995
TENT5C,0.448
TEP1,0.848
TEPP,1.05
TEPSIN,1.432
TERB1,1.075
TERB2,1.089
TERF1,0.527
TERF2,0.364
TERF2IP,1.45
TERT,0.593
TES,1.111
TESC,1.012
TESK1,0.404
TESK2,0.865
TESMIN,1.014
TESPA1,0.763
TET1,0.072
TET2,1.728
TET3,0.195
TEX10,0.348
TEX101,0.875
TEX12,1.807
TEX14,1.043
TEX15,0.76
TEX19,1.886
TEX2,0.607
TEX22,1.929
TEX26,1.162
TEX261,0.878
TEX264,0.74
TEX29,1.804
TEX30,1.067
TEX33,1.213
TEX35,0.928
TEX36,1.321
TEX37,1.404
TEX38,1.637
TEX43,1.547
TEX44,1.869
TEX45,1.311
TEX46,1.606
TEX47,1.408
TEX48,1.563
TEX50,0.936
TEX52,1.822
TEX55,0.914
TEX9,1.166
TF,0.834
TFAM,0.742
TFAP2A,0.292
TFAP2B,0.353
TFAP2C,0.417
TFAP2D,0.389
TFAP2E,1.418
TFAP4,0.194
TFB1M,1.099
TFB2M,1.148
TFCP2,0.564
TFCP2L1,0.277
TFDP1,0.245
TFDP2,0.37
TFEB,0.455
TFEC,0.763
TFF1,1.689
TFF2,1.742
TFF3,1.201
TFG,0.591
TFIP11,1.019
TFPI,0.558
TFPI2,1.234
TFPT,1.267
TFR2,0.809
TFRC,0.489
TG,0.876
TGDS,1.085
TGFA,0.926
TGFB1,0.682
TGFB1I1,0.828
TGFB2,0.447
TGFB3,0.249
TGFBI,0.833
TGFBR1,0.494
TGFBR2,0.474
TGFBR3,0.636
TGFBR3L,1.86
TGFBRAP1,0.346
TGIF1,0.311
TGIF2,0.556
TGIF2-RAB5IF,0.865
TGM1,0.761
TGM2,0.878
TGM3,0.895
TGM4,0.968
TGM5,1.034
TGM6,1.127
TGM7,1.071
TGOLN2,0.863
TGS1,0.816
TH,1.18
THADA,1.156
THAP1,0.571
THAP10,1.007
THAP11,0.681
THAP12,0.461
THAP2,1.137
THAP3,1.037
THAP4,0.503
THAP5,1.089
THAP6,1.028
THAP7,1.147
THAP8,1.608
THAP9,0.791
THBD,1.938
THBS1,0.292
THBS2,0.435
THBS3,0.738
THBS4,0.924
THEG,1.047
THEG5,
THEGL,1.291
THEM4,1.558
THEM5,1.492
THEM6,1.948
THEMIS,0.854
THEMIS2,0.837
THG1L,1.057
THNSL1,1.166
THNSL2,1.064
THOC1,0.478
THOC3,1.002
THOC5,0.513
THOC6,0.872
THOC7,0.868
THOP1,0.844
THPO,0.838
THRA,0.439
THRAP3,0.203
THRB,0.367
THRSP,1.396
THSD1,0.861
THSD4,0.664
THSD7A,0.467
THSD7B,0.763
THTPA,1.3
THUMPD1,1.331
THUMPD2,1.302
THUMPD3,0.886
THY1,0.969
THYN1,1.299
TIA1,0.385
TIAF1,1.714
TIAL1,0.213
TIAM1,0.444
TIAM2,0.559
TICAM1,1.802
TICAM2,1.565
TICRR,0.841
TIE1,0.799
TIFA,
TIFAB,1.87
TIGAR,1.194
TIGD1,1.895
TIGD2,0.739
TIGD3,1.219
TIGD4,1.123
TIGD5,1.565
TIGD6,1.366
TIGD7,1.288
TIGIT,0.925
TIMD4,1.042
TIMELESS,0.845
TIMM10,1.885
TIMM10B,1.854
TIMM13,1.521
TIMM17A,0.951
TIMM21,1.332
TIMM22,0.998
TIMM23,0.799
TIMM23B,1.259
TIMM23B-AGAP6,1.39
TIMM29,1.919
TIMM44,0.758
TIMM50,0.855
TIMM8B,1.516
TIMM9,1.058
TIMMDC1,1.023
TIMP2,0.448
TIMP3,0.66
TIMP4,1.397
TINAG,1.128
TINAGL1,0.794
TINF2,0.625
TIPARP,0.309
TIPIN,1.065
TIPRL,0.616
TIRAP,1.432
TJAP1,0.811
TJP1,0.239
TJP2,0.803
TJP3,1.061
TK1,1.015
TK2,0.89
TKFC,0.938
TKT,0.923
TKTL2,1.613
TLCD1,1.294
TLCD2,1.379
TLCD3A,0.937
TLCD3B,0.643
TLCD4,0.527
TLCD4-RWDD3,0.792
TLCD5,1.012
TLDC2,1.103
TLE1,0.269
TLE2,1.014
TLE3,0.264
TLE4,0.149
TLE5,0.614
TLE6,1.121
TLK1,0.338
TLK2,0.083
TLL1,0.45
TLL2,0.99
TLN1,0.236
TLN2,0.456
TLNRD1,1.664
TLR1,1.348
TLR10,1.833
TLR2,1.25
TLR3,0.796
TLR4,0.858
TLR5,1.845
TLR6,0.985
TLR9,1.116
TLX1,0.465
TLX2,1.278
TLX3,1.004
TM2D1,0.944
TM2D2,1.132
TM2D3,1.431
TM4SF1,1.078
TM4SF18,1.426
TM4SF19,1.102
TM4SF19-DYNLT2B,
TM4SF20,1.228
TM4SF4,1.545
TM4SF5,1.124
TM6SF1,1.095
TM6SF2,0.963
TM7SF2,1.299
TM7SF3,1.223
TM9SF1,0.616
TM9SF2,0.256
TM9SF3,0.244
TM9SF4,0.317
TMA16,1.502
TMA7,0.901
TMBIM1,1.102
TMBIM4,1.23
TMBIM6,0.604
TMC1,0.891
TMC2,1.151
TMC3,1.033
TMC4,1.052
TMC5,0.914
TMC6,0.993
TMC7,0.749
TMC8,1.113
TMCC1,0.418
TMCC2,0.484
TMCC3,1.038
TMCO1,1.303
TMCO2,1.041
TMCO3,0.982
TMCO4,1.049
TMCO5A,1.124
TMCO6,0.911
TMED1,0.924
TMED10,0.577
TMED2,0.378
TMED3,0.979
TMED4,0.86
TMED5,1.662
TMED6,0.917
TMED7,0.668
TMED7-TICAM2,0.746
TMED8,0.608
TMED9,1.054
TMEFF1,0.661
TMEFF2,0.661
TMEM100,0.459
TMEM101,0.846
TMEM102,1.573
TMEM104,0.953
TMEM106A,1.189
TMEM106B,0.813
TMEM106C,1.081
TMEM107,1.393
TMEM108,0.503
TMEM109,1.012
TMEM11,0.268
TMEM114,1.631
TMEM115,0.683
TMEM116,1.101
TMEM117,0.651
TMEM119,0.867
TMEM120A,1.227
TMEM120B,0.826
TMEM121,1.157
TMEM121B,1.688
TMEM123,1.273
TMEM125,1.946
TMEM126A,0.839
TMEM126B,1.416
TMEM127,1.256
TMEM128,1.183
TMEM129,1.663
TMEM130,1.043
TMEM131,0.367
TMEM131L,0.394
TMEM132A,1.024
TMEM132B,0.272
TMEM132C,0.719
TMEM132D,0.5
TMEM132E,0.867
TMEM134,1.893
TMEM135,0.743
TMEM138,0.927
TMEM139,0.981
TMEM140,1.923
TMEM141,1.777
TMEM143,1.479
TMEM144,1.246
TMEM145,0.814
TMEM147,1.273
TMEM14A,1.183
TMEM14B,0.909
TMEM14C,1.427
TMEM150A,0.783
TMEM150B,1.73
TMEM150C,0.567
TMEM151A,1.322
TMEM151B,0.689
TMEM154,1.422
TMEM156,1.199
TMEM158,1.966
TMEM160,1.941
TMEM161A,1.067
TMEM161B,0.742
TMEM163,0.986
TMEM165,0.848
TMEM167A,1.592
TMEM167B,0.718
TMEM168,0.953
TMEM169,0.923
TMEM17,1.295
TMEM170A,1.819
TMEM170B,0.976
TMEM171,1.099
TMEM174,1.23
TMEM175,1.227
TMEM176A,1.041
TMEM176B,1.246
TMEM177,0.811
TMEM178A,0.445
TMEM178B,0.431
TMEM179,1.311
TMEM179B,1.225
TMEM18,0.964
TMEM181,0.659
TMEM182,0.871
TMEM183A,0.567
TMEM184A,1.268
TMEM184B,0.49
TMEM184C,0.537
TMEM185B,0.774
TMEM186,1.811
TMEM19,0.753
TMEM190,1.413
TMEM191B,1.883
TMEM191C,1.303
TMEM192,1.154
TMEM196,1.29
TMEM198,1.016
TMEM199,1.374
TMEM200A,0.764
TMEM200B,1.333
TMEM200C,1.778
TMEM201,0.574
TMEM202,1.278
TMEM203,1.215
TMEM204,1.236
TMEM205,0.836
TMEM207,1.17
TMEM208,1.021
TMEM209,1.067
TMEM210,1.374
TMEM211,1.318
TMEM212,1.506
TMEM213,1.144
TMEM214,0.879
TMEM215,1.301
TMEM216,1.312
TMEM217,1.036
TMEM218,1.142
TMEM219,1.425
TMEM220,1.269
TMEM221,1.882
TMEM222,1.045
TMEM223,1.781
TMEM225,0.945
TMEM225B,1.097
TMEM229A,1.138
TMEM229B,0.791
TMEM230,0.841
TMEM231,1.117
TMEM232,1.192
TMEM233,1.008
TMEM234,1.372
TMEM235,1.654
TMEM236,1.133
TMEM237,1.204
TMEM238,
TMEM239,1.301
TMEM240,0.496
TMEM241,1.173
TMEM242,0.933
TMEM243,1.786
TMEM244,1.869
TMEM245,0.913
TMEM247,1.478
TMEM248,0.486
TMEM249,1.15
TMEM25,1.26
TMEM250,1.705
TMEM251,0.948
TMEM252,1.357
TMEM253,1.33
TMEM254,1.462
TMEM255B,1.324
TMEM256,1.529
TMEM256-PLSCR3,
TMEM258,1.678
TMEM259,0.958
TMEM26,1.45
TMEM260,0.862
TMEM262,1.506
TMEM263,0.929
TMEM265,1.636
TMEM266,0.922
TMEM267,1.426
TMEM268,0.694
TMEM269,1.25
TMEM270,1.321
TMEM273,1.433
TMEM30A,0.906
TMEM30B,1.643
TMEM33,0.676
TMEM35B,1.523
TMEM37,1.272
TMEM38A,1.027
TMEM38B,1.326
TMEM39A,0.434
TMEM39B,0.565
TMEM40,1.061
TMEM41A,1.122
TMEM41B,0.818
TMEM42,1.022
TMEM43,1.072
TMEM44,1.125
TMEM45A,1.032
TMEM45B,1.447
TMEM50A,0.753
TMEM50B,0.955
TMEM51,0.871
TMEM52,1.848
TMEM52B,1.419
TMEM53,0.901
TMEM54,1.463
TMEM59,1.31
TMEM59L,1.165
TMEM60,0.814
TMEM61,1.552
TMEM62,0.645
TMEM63A,0.828
TMEM63B,0.301
TMEM63C,0.438
TMEM64,1.231
TMEM65,1.875
TMEM67,1.046
TMEM68,0.839
TMEM69,1.63
TMEM70,1.375
TMEM71,1.503
TMEM72,1.081
TMEM74,1.072
TMEM74B,1.683
TMEM79,1.302
TMEM80,1.455
TMEM81,
TMEM82,1.62
TMEM86A,1.026
TMEM86B,1.816
TMEM87A,0.637
TMEM87B,1.228
TMEM88,1.643
TMEM88B,1.979
TMEM89,1.157
TMEM8B,0.817
TMEM9,0.911
TMEM91,0.803
TMEM92,1.483
TMEM94,0.592
TMEM95,0.906
TMEM97,0.972
TMEM98,1.039
TMEM9B,0.421
TMF1,0.611
TMIE,1.475
TMIGD1,1.338
TMIGD2,1.248
TMIGD3,0.936
TMOD1,0.594
TMOD2,0.773
TMOD3,0.768
TMOD4,1.0
TMPO,0.682
TMPPE,1.05
TMPRSS11A,1.132
TMPRSS11B,1.321
TMPRSS11D,0.974
TMPRSS11E,1.059
TMPRSS11F,0.994
TMPRSS12,1.494
TMPRSS13,0.872
TMPRSS15,1.12
TMPRSS2,0.973
TMPRSS3,1.103
TMPRSS4,0.837
TMPRSS5,1.319
TMPRSS6,0.819
TMPRSS7,1.048
TMPRSS9,1.326
TMSB10,1.904
TMTC1,0.789
TMTC2,0.637
TMTC3,0.714
TMTC4,0.837
TMUB1,1.302
TMUB2,1.161
TMX1,1.01
TMX2,0.863
TMX3,0.626
TMX4,1.071
TNC,0.51
TNF,0.592
TNFAIP1,0.818
TNFAIP2,0.98
TNFAIP3,0.209
TNFAIP6,1.355
TNFAIP8,1.163
TNFAIP8L1,1.939
TNFAIP8L2,0.829
TNFAIP8L2-SCNM1,1.055
TNFAIP8L3,1.237
TNFRSF10A,1.292
TNFRSF10B,1.076
TNFRSF10C,1.472
TNFRSF10D,0.917
TNFRSF11A,0.807
TNFRSF11B,0.543
TNFRSF12A,0.915
TNFRSF13B,1.711
TNFRSF13C,1.548
TNFRSF14,0.827
TNFRSF17,1.659
TNFRSF18,1.605
TNFRSF19,0.784
TNFRSF1A,0.294
TNFRSF1B,0.573
TNFRSF21,0.604
TNFRSF25,0.8
TNFRSF4,0.996
TNFRSF6B,1.857
TNFRSF8,0.536
TNFRSF9,0.742
TNFSF10,0.807
TNFSF11,0.501
TNFSF12,0.971
TNFSF12-TNFSF13,0.879
TNFSF13,0.818
TNFSF13B,0.452
TNFSF14,0.858
TNFSF15,0.985
TNFSF18,1.324
TNFSF4,0.792
TNFSF8,0.514
TNFSF9,1.844
TNIK,0.284
TNIP1,0.356
TNIP2,1.174
TNIP3,0.93
TNK1,1.139
TNK2,0.921
TNKS,0.63
TNKS1BP1,0.421
TNKS2,0.697
TNN,1.089
TNNC1,0.793
TNNC2,1.047
TNNI1,0.785
TNNI2,0.697
TNNI3,1.099
TNNI3K,1.404
TNNT1,1.069
TNNT2,0.628
TNNT3,0.789
TNP1,0.773
TNP2,1.708
TNPO1,0.136
TNPO2,0.206
TNPO3,0.638
TNR,0.366
TNRC18,0.456
TNRC6A,0.213
TNRC6B,0.301
TNRC6C,0.19
TNS1,0.435
TNS2,0.61
TNS3,0.427
TNS4,0.823
TNXB,0.673
TOB1,0.266
TOB2,0.421
TOE1,1.199
TOGARAM1,0.714
TOGARAM2,1.154
TOLLIP,0.614
TOM1,0.781
TOM1L1,1.161
TOM1L2,0.597
TOMM20,0.951
TOMM20L,1.31
TOMM22,0.458
TOMM34,0.696
TOMM40,0.456
TOMM40L,0.634
TOMM5,1.105
TOMM6,1.724
TOMM7,1.573
TOMM70,0.298
TOMT,1.548
TONSL,1.006
TOP1MT,1.246
TOP2A,0.409
TOP2B,0.297
TOP3A,0.68
TOP3B,0.607
TOPAZ1,0.547
TOPBP1,0.188
TOPORS,0.393
TOP 1.00,0.122
TOR1A,0.84
TOR1AIP1,0.622
TOR1AIP2,0.813
TOR1B,0.768
TOR2A,1.335
TOR3A,1.393
TOR4A,1.964
TOX,0.326
TOX2,0.499
TOX3,0.446
TOX4,0.311
TP53,0.449
TP53AIP1,1.784
TP53BP1,0.336
TP53BP2,0.573
TP53I11,0.645
TP53I13,0.839
TP53I3,1.145
TP53INP1,0.823
TP53INP2,1.094
TP53RK,1.776
TP53TG3D,0.953
TP53TG5,0.842
TP63,0.169
TP73,0.511
TPBG,1.064
TPBGL,
TPCN1,0.558
TPCN2,0.977
TPD52,0.829
TPD52L1,0.868
TPD52L2,1.058
TPD52L3,1.731
TPGS1,1.986
TPGS2,0.855
TPH1,0.891
TPH2,0.547
TPI1,0.563
TPK1,1.193
TPM1,0.606
TPM2,0.784
TPM3,0.444
TPM4,0.65
TPMT,0.823
TPO,0.887
TPP1,0.746
TPP2,0.241
TPPP,0.755
TPPP2,1.044
TPPP3,0.951
TPR,0.203
TPRA1,0.938
TPRG1,1.211
TPRG1L,1.219
TPRKB,0.94
TPRN,1.099
TPRX1,1.651
TPSAB1,1.884
TPSB2,1.803
TPSD1,1.747
TPSG1,1.978
TPST1,0.796
TPST2,0.957
TPT1,0.52
TPTE,1.122
TPTE2,0.93
TPTEP2-CSNK1E,0.588
TPX2,0.289
TRA2A,0.933
TRA2B,0.341
TRABD,0.924
TRABD2A,1.262
TRABD2B,0.616
TRADD,0.886
TRAF1,0.745
TRAF2,0.215
TRAF3,0.311
TRAF3IP1,0.648
TRAF3IP2,0.753
TRAF3IP3,0.713
TRAF4,0.292
TRAF5,0.938
TRAF6,0.356
TRAF7,0.659
TRAFD1,0.749
TRAIP,0.653
TRAK1,0.356
TRAK2,0.893
TRAM1,0.526
TRAM1L1,1.635
TRAM2,0.349
TRANK1,0.782
TRAP1,0.931
TRAPPC1,0.918
TRAPPC10,0.231
TRAPPC11,0.79
TRAPPC12,1.168
TRAPPC13,0.907
TRAPPC14,0.65
TRAPPC2B,1.302
TRAPPC2L,1.474
TRAPPC3,0.59
TRAPPC3L,1.482
TRAPPC4,1.462
TRAPPC5,1.527
TRAPPC6A,1.585
TRAPPC6B,1.824
TRAPPC8,0.41
TRAPPC9,0.774
TRARG1,1.807
TRAT1,1.669
TRDMT1,1.251
TRDN,1.359
TREH,1.188
TREM1,0.994
TREM2,1.169
TREML1,1.391
TREML2,1.364
TREML4,1.323
TRERF1,0.29
TREX1,1.233
TRGC1,
TRGC2,
TRGJP,
TRGV9,
TRH,1.784
TRHDE,0.71
TRHR,0.751
TRIAP1,1.697
TRIB1,0.845
TRIB2,0.173
TRIB3,1.556
TRIL,1.029
TRIM10,1.209
TRIM11,0.816
TRIM13,0.658
TRIM14,0.877
TRIM15,1.327
TRIM16,0.77
TRIM16L,0.727
TRIM17,0.981
TRIM2,0.351
TRIM21,1.26
TRIM22,0.759
TRIM23,0.511
TRIM24,0.293
TRIM25,0.921
TRIM26,0.5
TRIM27,0.335
TRIM28,0.17
TRIM29,1.154
TRIM3,0.31
TRIM31,0.898
TRIM32,0.73
TRIM33,0.191
TRIM34,1.333
TRIM35,0.846
TRIM36,0.747
TRIM37,0.768
TRIM38,1.196
TRIM39,0.192
TRIM39-RPP21,0.509
TRIM4,1.337
TRIM40,1.265
TRIM41,0.48
TRIM42,1.08
TRIM43,0.719
TRIM43B,0.878
TRIM44,0.561
TRIM45,1.146
TRIM46,0.344
TRIM47,1.0
TRIM48,1.579
TRIM49,0.969
TRIM49B,0.945
TRIM49C,0.66
TRIM5,1.013
TRIM50,0.849
TRIM51,1.166
TRIM51GP,1.325
TRIM52,1.107
TRIM54,1.24
TRIM55,0.955
TRIM56,0.974
TRIM58,1.888
TRIM59,0.675
TRIM6,1.021
TRIM6-TRIM34,1.125
TRIM60,1.87
TRIM61,0.87
TRIM62,1.004
TRIM63,1.322
TRIM64B,0.118
TRIM64C,1.123
TRIM65,1.672
TRIM66,0.72
TRIM67,0.777
TRIM68,0.829
TRIM69,0.942
TRIM7,0.966
TRIM71,0.275
TRIM72,1.478
TRIM73,0.449
TRIM74,1.459
TRIM77,1.138
TRIM8,0.291
TRIM9,0.314
TRIML1,1.408
TRIML2,1.152
TRIO,0.168
TRIOBP,0.865
TRIP10,0.689
TRIP11,0.651
TRIP12,0.128
TRIP13,0.474
TRIP4,0.802
TRIP6,0.901
TRIQK,1.808
TRIR,0.875
TRIT1,0.977
TRMO,0.93
TRMT1,0.959
TRMT10A,1.161
TRMT10B,0.97
TRMT10C,0.76
TRMT11,0.883
TRMT112,1.123
TRMT12,0.836
TRMT13,0.93
TRMT1L,0.476
TRMT2A,1.336
TRMT44,1.164
TRMT5,0.969
TRMT6,0.785
TRMT61A,1.183
TRMT61B,1.305
TRMT9B,1.697
TRMU,1.128
TRNAU1AP,0.942
TRNP1,1.935
TRNT1,1.232
TROAP,0.908
TRPA1,1.062
TRPC1,0.613
TRPC3,0.732
TRPC4,0.606
TRPC4AP,0.559
TRPC6,0.68
TRPC7,0.596
TRPM1,0.834
TRPM2,1.038
TRPM3,0.448
TRPM4,1.006
TRPM5,1.328
TRPM6,0.494
TRPM7,0.675
TRPM8,0.905
TRPS1,0.11
TRPT1,1.106
TRPV1,1.225
TRPV2,0.76
TRPV3,1.221
TRPV4,0.814
TRPV5,1.007
TRPV6,0.638
TRRAP,0.109
TRUB1,1.011
TRUB2,1.151
TSACC,0.884
TSBP1,0.992
TSC1,0.217
TSC2,0.168
TSC22D1,0.116
TSC22D2,0.21
TSC22D4,0.481
TSEN15,0.902
TSEN2,1.156
TSEN34,1.1
TSEN54,1.186
TSFM,1.197
TSG101,0.651
TSGA10,0.598
TSGA10IP,1.303
TSGA13,1.127
TSHB,1.532
TSHR,0.945
TSHZ1,0.248
TSHZ2,0.364
TSHZ3,0.263
TSKS,0.56
TSKU,0.883
TSLP,1.429
TSN,0.298
TSNARE1,1.002
TSNAX,0.648
TSNAX-DISC1,
TSNAXIP1,1.146
TSPAN1,1.142
TSPAN10,1.454
TSPAN11,1.042
TSPAN12,0.655
TSPAN13,1.14
TSPAN14,0.685
TSPAN15,0.906
TSPAN16,1.106
TSPAN17,1.082
TSPAN18,0.733
TSPAN19,1.907
TSPAN2,1.195
TSPAN3,0.709
TSPAN31,0.811
TSPAN32,1.581
TSPAN33,0.89
TSPAN4,1.504
